
"Report 1"

"CTL_CLAIM_NO","CTL_CLAIM_DATE","CTL_MACHINE_MODEL","CTL_MACHINE_TYPE","CTL_MACHINE_SUBTYPE","CTL_MACHINE_SERIAL","CTL_DELIVERY_DATE","CTL_FAILURE_DATE","CTL_CORRECTED_DATE","CTL_CAUSE_OF_FAILURE","CTL_ETSI","CTL_FC_NO","CLAIM_CATEGORY","BASE_APP_PARTS_AMOUNT","BASE_APP_LABOR_AMOUNT","BASE_APP_MILEAGE_AMOUNT","BASE_APP_OTHER_AMOUNT","BASE_APP_TOTAL_AMOUNT","PARTS_NBR","PARTS_NAME","PARTS_QTY","PARTS_UNIT_PRICE"
"23041  ","20230222","HD785      "," 7","  ","         33645","20220128","20221113","20230217","R100AA","AMSMX202211544 ","         ","W","117.46","29.26","0","0","146.72","566-40-42580        ","O-RING         ","4","3.12"
"23041  ","20230222","HD785      "," 7","  ","         33645","20220128","20221113","20230217","R100AA","AMSMX202211544 ","         ","W","117.46","29.26","0","0","146.72","566-40-42710        ","WASHER         ","2","6.59"
"23044  ","20230227","PC200      "," 8","M0","        C23344","20191017","20221009","20230220","DB40MA","AMSMX202210563 ","         ","P","3,421.96","0","0","0","3,421.96","600-467-3301        ","CONTROLLER ASS'","1","3,421.96"
"23045  ","20230302","GD535      "," 5","  ","          1703","20220820","20221220","20230225","DAQ0MA","AMSMX202301569 ","         ","W","1,796.09","15.96","14.76","0","1,826.81","7821-26-9002        ","CONTROLLER     ","2","1,796.09"
"23046  ","20230302","D65EX      ","16","  ","         83205","20211124","20221219","20230221","DJ00MA","AMSMX202301542 ","         ","X","134.69","5.32","5.4","0","145.41","600-311-3723        ","SENSOR         ","2","134.69"
"23047  ","20230306","D65EX      ","16","  ","         83200","20220621","20230112","20230208","8740AG","AMSMX202301562 ","         ","P","1,233.91","0","0","0","1,233.91","17A-911-4810        ","COMPRESSOR ASS'","1","1,233.91"
"23047  ","20230306","D65EX      ","16","  ","         83200","20220621","20230112","20230208","8740AG","AMSMX202301562 ","         ","W","1,233.91","0","0","0","1,233.91","17A-911-4810        ","COMPRESSOR ASS'","1","1,233.91"
"23048  ","20230307","D65EX      ","16","  ","         83313","20210729","20230122","20230215","DDNKMA","AMSMX202301587 ","         ","X","201.55","5.32","0","0","206.87","7861-93-1870        ","SENSOR         ","2","201.55"
"23050  ","20230323","PC500LC    ","10","R ","        100470","20221019","20230205","20230224","2700Z9","AMSMX202302519 ","         ","W","288.6","164.92","0","508.03","961.55","207-27-51311        ","BOLT           ","104","5.55"
"23052  ","20230309","HD785      "," 7","  ","         33857","20220604","20221125","20230227","9820MC","AMSMX202212534 ","         ","W","717.79","10.64","0","0","728.43","7826-36-1108        ","MODULE         ","2","717.79"
"23057  ","20230309","WA320      "," 5","  ","         62467","20210702","20230207","20230219","AB30MA","AMSMX202302518 ","         ","X","1,172.39","10.64","4.32","0","1,187.35","600-863-5112        ","STARTER        ","2","1,172.39"
"23059  ","20230310","D85EX      ","15","R ","         21343","20220329","20230228","20230304","271CAA","AMSMX202303500 ","         ","W","764.09","37.24","32.4","0","833.73","154-27-00020        ","FLOATING SEAL A","2","764.09"
"23060  ","20230310","D85EX      ","15","R ","         21326","20211125","20230228","20230305","271CAA","AMSMX202303501 ","         ","X","764.09","37.24","20.88","0","822.21","154-27-00020        ","FLOATING SEAL A","2","764.09"
"23061  ","20230311","WD600      "," 6","  ","         55203","20220512","20221125","20230302","5510ZA","AMSMX202211619 ","         ","W","2,662.07","31.92","0","0","2,693.99","GJ1166395           ","SUSPENSION     ","2","2,662.07"
"23062  ","20230311","D375A      "," 6","R ","         65950","20220422","20221206","20230302","A000AG","AMSMX202212522 ","         ","W","1,409.71","31.92","0","0","1,441.63","6240-61-1106        ","WATER PUMP ASS'","2","1,409.71"
"23063  ","20230311","WD600      "," 6","  ","         55203","20220512","20230108","20230307","9820ZA","AMSMX202301520 ","         ","W","1,132.27","5.32","0","0","1,137.59","426-06-52914        ","LEVER ASS'Y   *","2","1,132.27"
"23071  ","20230315","D155A      "," 6","  ","         88167","20210131","20221216","20230215","A600AG","AMSMX202212609 ","         ","X","1,475.82","31.92","17.64","0","1,525.38","6261-61-1204        ","WATER PUMP     ","2","1,475.82"
"23072  ","20230316","PC500LC    ","10","R ","        100401","20221019","20230223","20230223","ZZ10FA","AMSMX202302569 ","         ","W","366.64","26.6","0","0","393.24","HO-46-CF-20L-PCP    ","*HO46 IN PAIL *","16","45.83"
"23073  ","20230316","D155A      "," 6","  ","         88398","20211019","20230117","20230311","DGH1MA","AMSMX202301572 ","         ","X","82.92","5.32","3.24","0","91.48","7861-93-3320        ","SENSOR         ","2","82.92"
"23074  ","20230317","PC210      ","10","M0","        C03691","20211112","20230206","20230311","2600AA","AMSMX202302515 ","         ","X","211.8","10.64","0","0","222.44","02782-10628         ","ELBOW          ","8","44.23"
"23074  ","20230317","PC210      ","10","M0","        C03691","20211112","20230206","20230311","2600AA","AMSMX202302515 ","         ","X","211.8","10.64","0","0","222.44","02896-61018         ","O-RING         ","8","2.8"
"23074  ","20230317","PC210      ","10","M0","        C03691","20211112","20230206","20230311","2600AA","AMSMX202302515 ","         ","X","211.8","10.64","0","0","222.44","07002-62434         ","O-RING         ","8","5.92"
"23076  ","20230317","D155A      "," 6","  ","         88337","20211228","20230127","20230312","DY20MA","AMSMX202302526 ","         ","X","329.31","10.64","10.8","0","350.75","12Y-978-2441        ","WIPER MOTOR    ","2","329.31"
"23077  ","20230317","PC350      "," 8","M0","         83438","19771111","20230119","20230226","DDE2MA","AMSMX202301609 ","         ","W","35.37","5.32","2.16","0","42.85","6271-81-1941        ","SWITCH         ","2","35.37"
"23081  ","20230320","PC500LC    ","10","R ","        100495","19771111","20230222","20230309","8720AG","AMSMX202302581 ","         ","W","632.74","10.64","7.56","0","650.94","208-979-7520        ","CONDENSER ASS'Y","2","632.74"
"23088  ","20230323","D155A      "," 6","  ","         87468","20190131","20221128","20230322","5513AA","AMSMX202212513 ","         ","P","7,255.8","0","0","0","7,255.8","01010-81440         ","BOLT           ","16","3"
"23088  ","20230323","D155A      "," 6","  ","         87468","20190131","20221128","20230322","5513AA","AMSMX202212513 ","         ","P","7,255.8","0","0","0","7,255.8","01010-81450         ","BOLT           ","12","4.75"
"23088  ","20230323","D155A      "," 6","  ","         87468","20190131","20221128","20230322","5513AA","AMSMX202212513 ","         ","P","7,255.8","0","0","0","7,255.8","01010-82465         ","BOLT           ","4","16.11"
"23088  ","20230323","D155A      "," 6","  ","         87468","20190131","20221128","20230322","5513AA","AMSMX202212513 ","         ","P","7,255.8","0","0","0","7,255.8","01010-82475         ","BOLT           ","4","18"
"23088  ","20230323","D155A      "," 6","  ","         87468","20190131","20221128","20230322","5513AA","AMSMX202212513 ","         ","P","7,255.8","0","0","0","7,255.8","01643-31445         ","WASHER         ","28","1.26"
"23088  ","20230323","D155A      "," 6","  ","         87468","20190131","20221128","20230322","5513AA","AMSMX202212513 ","         ","P","7,255.8","0","0","0","7,255.8","01643-32460         ","WASHER         ","8","4.38"
"23088  ","20230323","D155A      "," 6","  ","         87468","20190131","20221128","20230322","5513AA","AMSMX202212513 ","         ","P","7,255.8","0","0","0","7,255.8","17A-54-46120        ","CUSHION        ","4","947.57"
"23088  ","20230323","D155A      "," 6","  ","         87468","20190131","20221128","20230322","5513AA","AMSMX202212513 ","         ","P","7,255.8","0","0","0","7,255.8","17A-54-48133        ","BRACKET        ","2","1,045.61"
"23088  ","20230323","D155A      "," 6","  ","         87468","20190131","20221128","20230322","5513AA","AMSMX202212513 ","         ","P","7,255.8","0","0","0","7,255.8","17A-54-48143        ","BRACKET        ","2","1,045.61"
"23088  ","20230323","D155A      "," 6","  ","         87468","20190131","20221128","20230322","5513AA","AMSMX202212513 ","         ","P","7,255.8","0","0","0","7,255.8","17A-54-57480        ","CUSHION        ","4","1,067.03"
"23088  ","20230323","D155A      "," 6","  ","         87468","20190131","20221128","20230322","5513AA","AMSMX202212513 ","         ","P","7,255.8","0","0","0","7,255.8","17A-54-57490        ","PAD            ","4","489.75"
"23090  ","20230324","HD785      "," 7","  ","         33645","20220128","20230127","20230314","1500BZ","AMSMX202301607 ","         ","W","295.61","31.92","0","0","327.53","07000-75170         ","O-RING         ","2","20.23"
"23090  ","20230324","HD785      "," 7","  ","         33645","20220128","20230127","20230314","1500BZ","AMSMX202301607 ","         ","W","295.61","31.92","0","0","327.53","07012-50125         ","OIL SEAL       ","2","180.75"
"23090  ","20230324","HD785      "," 7","  ","         33645","20220128","20230127","20230314","1500BZ","AMSMX202301607 ","         ","W","295.61","31.92","0","0","327.53","426-15-59180        ","SEAL           ","2","94.63"
"23092  ","20230327","D85EX      ","15","R ","         21344","20220303","20230316","20230321","271CAA","AMSMX202303546 ","         ","X","764.09","21.28","9.18","0","794.55","154-27-00020        ","FLOATING SEAL A","2","764.09"
"23093  ","20230327","PC130      "," 8","  ","         88941","20210120","20221117","20230326","7140HA","AMSMX202211581 ","         ","P","15,914.23","0","0","0","15,914.23","07020-00000         ","FITTING        ","1","2.84"
"23093  ","20230327","PC130      "," 8","  ","         88941","20210120","20221117","20230326","7140HA","AMSMX202211581 ","         ","P","15,914.23","0","0","0","15,914.23","203-70-01970        ","ARM            ","1","15,076.49"
"23093  ","20230327","PC130      "," 8","  ","         88941","20210120","20221117","20230326","7140HA","AMSMX202211581 ","         ","P","15,914.23","0","0","0","15,914.23","203-70-42182        ","BUSHING        ","2","135.44"
"23093  ","20230327","PC130      "," 8","  ","         88941","20210120","20221117","20230326","7140HA","AMSMX202211581 ","         ","P","15,914.23","0","0","0","15,914.23","203-70-56130        ","BUSHING        ","2","131.35"
"23093  ","20230327","PC130      "," 8","  ","         88941","20210120","20221117","20230326","7140HA","AMSMX202211581 ","         ","P","15,914.23","0","0","0","15,914.23","203-70-56150        ","BUSHING        ","2","150.66"
"23093  ","20230327","PC130      "," 8","  ","         88941","20210120","20221117","20230326","7140HA","AMSMX202211581 ","         ","X","15,914.23","74.48","17.1","0","16,005.81","07020-00000         ","FITTING        ","1","2.84"
"23093  ","20230327","PC130      "," 8","  ","         88941","20210120","20221117","20230326","7140HA","AMSMX202211581 ","         ","X","15,914.23","74.48","17.1","0","16,005.81","203-70-01970        ","ARM            ","1","15,076.49"
"23093  ","20230327","PC130      "," 8","  ","         88941","20210120","20221117","20230326","7140HA","AMSMX202211581 ","         ","X","15,914.23","74.48","17.1","0","16,005.81","203-70-42182        ","BUSHING        ","2","135.44"
"23093  ","20230327","PC130      "," 8","  ","         88941","20210120","20221117","20230326","7140HA","AMSMX202211581 ","         ","X","15,914.23","74.48","17.1","0","16,005.81","203-70-56130        ","BUSHING        ","2","131.35"
"23093  ","20230327","PC130      "," 8","  ","         88941","20210120","20221117","20230326","7140HA","AMSMX202211581 ","         ","X","15,914.23","74.48","17.1","0","16,005.81","203-70-56150        ","BUSHING        ","2","150.66"
"23095  ","20230327","D65EX      ","16","  ","         84094","20220704","20230201","20230320","DDE2MA","AMSMX202302502 ","         ","W","35.37","10.64","35.64","0","81.65","6271-81-1941        ","SWITCH         ","2","35.37"
"23096  ","20230417","HD785      "," 7","  ","         33686","20220222","20230121","20230322","5A00BZ","AMSMX202301581 ","         ","W","4,231.56","58.52","0","0","4,290.08","07000-15240         ","O-RING         ","6","12.05"
"23096  ","20230417","HD785      "," 7","  ","         33686","20220222","20230121","20230322","5A00BZ","AMSMX202301581 ","         ","W","4,231.56","58.52","0","0","4,290.08","07001-05240         ","BACK-UP RING   ","2","69.64"
"23096  ","20230417","HD785      "," 7","  ","         33686","20220222","20230121","20230322","5A00BZ","AMSMX202301581 ","         ","W","4,231.56","58.52","0","0","4,290.08","561-50-82331        ","BUSHING        ","4","672.48"
"23096  ","20230417","HD785      "," 7","  ","         33686","20220222","20230121","20230322","5A00BZ","AMSMX202301581 ","         ","W","4,231.56","58.52","0","0","4,290.08","561-50-82341        ","BUSHING        ","2","1,039.8"
"23096  ","20230417","HD785      "," 7","  ","         33686","20220222","20230121","20230322","5A00BZ","AMSMX202301581 ","         ","W","4,231.56","58.52","0","0","4,290.08","561-50-82360        ","U-PACKING      ","2","644.38"
"23096  ","20230417","HD785      "," 7","  ","         33686","20220222","20230121","20230322","5A00BZ","AMSMX202301581 ","         ","W","4,231.56","58.52","0","0","4,290.08","561-50-82380        ","DUST SEAL      ","2","598.33"
"23096  ","20230417","HD785      "," 7","  ","         33686","20220222","20230121","20230322","5A00BZ","AMSMX202301581 ","         ","W","4,231.56","58.52","0","0","4,290.08","707-51-21650        ","RING           ","2","498.3"
"23098  ","20230329","PC2000     "," 8","  ","         20580","20150427","20230312","20230324","5@10FF","               ","         ","B","476.67","0","0","0","476.67","HLXS145RC           ","TOOTH  ROCK CHI","1","476.67"
"23102  ","20230403","D65EX      ","16","  ","         83975","20220317","20230323","20230330","A600AG","AMSMX202303570 ","         ","X","280.28","15.96","7.74","0","303.98","6743-61-1533        ","WATER PUMP KIT ","2","280.28"
"23103  ","20230403","PC500LC    ","10","R ","        100344","20221011","20230327","20230327","2790FF","               ","T22H093  ","F","858","21.27","0","0","879.27","01643-32060         ","WASHER         ","104","3.07"
"23103  ","20230403","PC500LC    ","10","R ","        100344","20221011","20230327","20230327","2790FF","               ","T22H093  ","F","858","21.27","0","0","879.27","20Y-26-56120        ","BOLT           ","104","13.43"
"23105  ","20230404","PC210      ","10","M0","        C03691","20211112","20230206","20230311","6200AA","AMSMX202302515 ","         ","X","198.4","10.64","0","0","209.04","02782-10628         ","ELBOW          ","4","44.23"
